jpg,No,ユニット名,レア,BP,属性,HP,攻撃,防御,速度,総合,スキル,スキル説明,UF,UF説明,タクティクス1,タクティクス1説明,タクティクス2,タクティクス2説明,特性,サポート効果
1982.jpg,1982,ラエド,UR,15,遠,"20,741","7,105","6,137",SS,"33,983",雷焦,ランダムで6連続攻撃[中],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),バーサク／真,強襲が発生無効、バトル時に攻・防中UP(3分間),-,-
1983.jpg,1983,アルマース,UR,15,遠,"22,183","7,086","7,016",SS,"36,285",遠翠の天護,味方遠属性の防御力をUP[極大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
1988.jpg,1988,カルディナ,SSR,13,突,"17,181","5,380","6,104",SS-,"28,665",蒼突の聖天,味方突属性の攻撃力と防御力をUP[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
1989.jpg,1989,ペイジ,UR,14,斬,"18,396","8,488","6,628",S,"33,512",斬紅の神護,味方斬属性の防御力をUP[特大],-,　,アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,　,-,-
1991.jpg,1991,ジゼル,UR,15,突,"22,881","6,714","8,350",SS2,"37,945",天覇消滅／光芒,敵全体の攻撃力をDOWN[極大],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,-
1993.jpg,1993,カノン,UR,15,打,"28,798","7,405","11,047",S,"47,250",地幻光の交叉線／煌,X字型攻撃[特大]自分の防御力UP[特大],-,　,ファランクス／絶,騎士団全体の強襲率大DOWN・防御力大UP(3分間),キャッスルヴェール／真,城の強度Lvが中UP(3分間),-,-
1995.jpg,1995,アンネ,UR,15,遠,"23,155","7,240","7,461",SS,"37,856",マクシ・ミリアン,ランダムで6連続攻撃[中],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,-
1996.jpg,1996,クリシーヌ,UR,15,遠,"22,822","7,408","6,872",SS,"37,102",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],毒蛇の禁呪,敵を毒状態[超高確率]&毒ダメージ[大],レクトノート／絶,バトルで敵を全滅するとBPが大回復(3分間),フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,-
1997.jpg,1997,ギルバード,SSR,12,打,"19,361","5,334","6,914",A-,"31,609",天幻光の交叉線／絶,X字型攻撃[大]自分の攻撃力UP[大],-,　,グラビティアサルト／真,パーティ全体の攻撃力中UP・速度大DOWN(3分間),-,　,-,-
1998.jpg,1998,ギルバード,SSR,13,打,"18,992","6,467","7,593",A-,"33,052",天幻光の交叉線／絶,X字型攻撃[大]自分の攻撃力UP[大],-,　,グラビティアサルト／真,パーティ全体の攻撃力中UP・速度大DOWN(3分間),-,　,-,-
1999.jpg,1999,ギルバード,UR,14,打,"24,195","7,016","9,743",A+,"40,954",天幻光の交叉線／煌,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,グラビティアサルト／絶,パーティ全体の攻撃力大UP・速度大DOWN(3分間),-,　,-,-
2000.jpg,2000,ギルバード,UR,15,打,"27,468","7,329","10,487",S,"45,284",天幻光の交叉線／煌,X字型攻撃[特大]自分の攻撃力UP[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,-
2002.jpg,2002,シュザナ,UR,14,斬,"18,581","8,195","7,013",S,"33,789",対蒼の薙風／煌,突に強く斬に弱い横一列攻撃[特大],-,　,フォートレスオーダー／真,騎士団全体の防御力が中UP(3分間),-,　,-,-
2004.jpg,2004,デフロット,UR,15,突,"22,075","6,421","8,212",SS2,"36,708",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
2006.jpg,2006,アーロン,UR,15,打,"27,468","7,434","10,490",S,"45,392",強奪者の雷／煌,単体攻撃（宝箱優先／追加ダメージ）[特大],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2008.jpg,2008,コルン,UR,15,遠,"23,247","7,290","7,214",SS,"37,751",対紅の薙風／煌,斬に強く突に弱い横一列攻撃[特大],-,　,バーサク／絶,強襲が発生無効、バトル時に攻・防大UP(3分間),フォートレス／絶,パーティ全体の防御力が大UP(3分間),-,-
2009.jpg,2009,ベルトラン,UR,15,打,"25,795","7,214","10,046",S,"43,055",幻光の交叉線／煌,X字型に攻撃[特大],-,　,ポイントライズ／煌,獲得する騎士団戦スコアが特大アップ(バトル3回),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2010.jpg,2010,ランドルフ,SSR,13,遠,"19,474","6,488","5,794",S-,"31,756",地幻射の四連撃／真,ランダム4連続攻撃[中]自分の防御力UP[中],-,　,フォースオブウィッシュ／真,騎士団全員のBPを中回復,-,　,-,-
2011.jpg,2011,アミナ,UR,14,突,"22,170","6,187","7,254",SS+,"35,611",対紫の突風／煌,打に強く遠に弱い縦一列攻撃[特大],-,　,エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,　,-,-
2012.jpg,2012,ルギス,UR,15,斬,"19,750","9,387","7,155",SS-,"36,292",孤狼絶吼,X字型攻撃[特大]自分の攻撃力UP[特大],孤狼激昂,一定時間HP最大値をUP[極大],シャドウ／絶,バトル時の強襲CB率が大UP(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2013.jpg,2013,ルナ,UR,15,遠,"23,797","7,583","7,319",SS,"38,699",浄化の一撃／絶,単体固定ﾀﾞﾒｰｼﾞ[大]+味方ｽﾃｰﾀｽDOWN解除,-,　,エクスターライズ／絶,攻撃回数が多いほどバトル獲得スコアが大UP(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
2014.jpg,2014,マリエル,UR,15,斬,"20,313","9,285","7,016",SS-,"36,614",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),シャドウ／真,バトル時の強襲CB率が中UP(3分間),-,-
2015.jpg,2015,モーリス,UR,15,打,"26,784","7,291","10,584",S,"44,659",幻光の交叉線／煌,X字型に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),ポイントライズ／絶,獲得する騎士団戦スコアが大アップ(バトル3回),-,-
2016.jpg,2016,ロイ,UR,15,遠,"20,504","7,204","6,984",SS,"34,692",焔幻の一閃／煌,横一列に攻撃[特大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,-
2021.jpg,2021,コンスタン,SSR,13,遠,"20,204","6,419","4,984",S-,"31,607",強奪者の雷／絶,単体攻撃（宝箱優先／追加ダメージ）[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
2022.jpg,2022,デュケーヌ,UR,14,斬,"17,531","8,881","6,192",S,"32,604",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,　,-,-
2023.jpg,2023,ベルナデッタ,UR,15,突,"23,767","6,585","8,462",SS2,"38,814",焔幻の一閃／煌,横一列に攻撃[特大],赤火竜の障壁 ,敵の状態異常スキルを完全無効化,エース／煌,パーティ全体の攻・防が特大UP(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2025.jpg,2025,モーニカ,UR,14,打,"23,645","6,704","8,416",A+,"38,765",沈黙の言霊／煌,一定確率で敵を沈黙状態にする[超高確率],-,　,シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,　,-,-
2027.jpg,2027,デュド,UR,15,打,"26,895","7,319","10,596",S,"44,810",紫打の天護,味方打属性の防御力をUP[極大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),キャッスルウィークネス／真,対戦騎士団の城強度Lvが中DOWN(3分間),-,-
2029.jpg,2029,フォルテ,UR,15,遠,"22,842","7,415","7,270",SS,"37,527",地幻射の六連撃／真,ランダム6連続攻撃[中]自分の防御力UP[中],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),ストリーム／真,パーティ全体の攻撃力・速度が中UP(3分間),-,-
2030.jpg,2030,アリーナ,UR,15,打,"26,349","7,102","10,128",S,"43,579",天護,自分の防御力をUP[極大],-,　,シャドウ／絶,バトル時の強襲CB率が大UP(3分間),オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,-
2031.jpg,2031,ベルナデッタ,UR,15,突,"22,074","6,341","8,031",SS2,"36,446",対紫の薙風／煌,打に強く遠に弱い横一列攻撃[特大],-,　,レクトノート／絶,バトルで敵を全滅するとBPが大回復(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
2032.jpg,2032,ノンノリア,UR,15,遠,"23,365","7,348","7,189",SS2,"37,902",天幻射の六連撃／真,ランダム6連続攻撃[中]自分の攻撃力UP[中],-,　,エース／煌,パーティ全体の攻・防が特大UP(3分間),アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,-
2033.jpg,2033,ジャマル,SSR,13,斬,"17,376","7,899","5,126",A+,"30,401",魔幻の閃光／絶,縦一列に攻撃[大],-,　,アサルトオーダー,騎士団全体の攻撃力が小UP(3分間),-,　,-,-
2034.jpg,2034,ミミ,UR,14,打,"23,859","6,891","9,127",A+,"39,877",昏睡の言霊／煌,一定確率で敵を睡眠状態にする[超高確率],-,　,フォートレスオーダー／真,騎士団全体の防御力が中UP(3分間),-,　,-,-
2035.jpg,2035,グレフ＆ガストン,UR,14,打,"22,407","7,314","7,848",A+,"37,569",狂化の冥呪,防御力を極大DOWNし、攻撃力を極大UP,-,　,シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,　,-,-
2037.jpg,2037,ピアーネ,UR,15,遠,"22,170","7,224","7,168",SS,"36,562",対翠の交叉線／煌,遠に強く打に弱いX字型攻撃[特大],-,　,オラクル／煌,パーティ全体のスキル発動率が特大UP(3分間),キャッスルヴェール／真,城の強度Lvが中UP(3分間),-,-
2039.jpg,2039,アルドルフ,UR,14,打,"22,559","7,007","8,874",A+,"38,440",焔幻の一閃／煌,横一列に攻撃[特大],-,　,スラッシャー／絶,キリ番キャッスルブレイク時の獲得ポイントUP(3回),-,　,-,-
2041.jpg,2041,ジョゼット,UR,15,打,"26,928","7,267","10,632",S,"44,827",天焔幻の一閃／煌,横一列攻撃[特大]自分の攻撃力UP[特大],-,　,フォートレス／煌,パーティ全体の防御力が特大UP(3分間),エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,-
2042.jpg,2042,アーデルハイド,UR,15,突,"23,128","6,572","8,347",SS2,"38,047",対翠の突風／煌,遠に強く打に弱い縦一列攻撃[特大],戦乙女の剛撃 ,通常攻撃の威力がアップ[極大],ファランクス／絶,騎士団全体の強襲率大DOWN・防御力大UP(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2043.jpg,2043,主人公,SSR,12,斬,"16,043","6,424","4,964",A+,"27,431",幻氷の縦十字／絶,十字型に攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
2044.jpg,2044,主人公,SSR,13,斬,"17,301","7,582","5,973",A+,"30,856",幻氷の縦十字／絶,十字型に攻撃[大],-,　,アサルト／真,パーティ全体の攻撃力が中UP(3分間),-,　,-,-
2045.jpg,2045,主人公,UR,14,斬,"18,875","8,206","6,934",SS-,"34,015",幻氷の縦十字／煌,十字型に攻撃[特大],-,　,アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,　,-,-
2046.jpg,2046,主人公,UR,15,斬,"21,021","9,256","7,592",SS-,"37,869",幻氷の縦十字／煌,十字型に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),シャドウオーダー,騎士団全体の強襲CB率が小UP(3分間),-,-
2051.jpg,2051,ジルベール,SSR,13,斬,"16,649","7,930","5,093",A+,"29,672",強奪者の雷／絶,単体攻撃（宝箱優先／追加ダメージ）[大],-,　,ヒール／真斬紅,斬属性の生存ユニットのHPを高確率で全回復,-,　,-,-
2052.jpg,2052,マガリー,UR,14,打,"23,743","6,979","9,584",A+,"40,306",天護 ,自分の防御力をUP[極大],-,　,アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,　,-,-
2053.jpg,2053,ソリン,UR,14,斬,"16,865","8,492","6,335",S,"31,692",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,　,-,-
2055.jpg,2055,カルディナ,UR,15,突,"23,741","6,523","8,393",SS2,"38,657",魔幻の閃光／煌,縦一列に攻撃[特大],-,　,ストリーム／絶,パーティ全体の攻撃力・速度が大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2057.jpg,2057,メイリン,UR,15,打,"26,875","7,323","10,411",S,"44,609",幻光の交叉線／煌,X字型に攻撃[特大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),フォートレスオーダー／真,騎士団全体の防御力が中UP(3分間),-,-
2058.jpg,2058,キノ,UR,15,遠,"22,964","7,362","7,227",SS,"37,553",暗闇の言霊／煌,一定確率で敵を暗闇状態にする[超高確率],-,　,スラッシャー／煌,キリ番キャッスルブレイク時の獲得ポイント特大UP(3回),エッジノート／絶,CB時に獲得ポイント大UP＆BPが大回復(3回),-,-
2059.jpg,2059,アスル,UR,15,遠,"27,019","8,319","7,843",SS,"43,181",灼,敵全体に攻撃[極大],灼獄,敵全体攻撃[極大]ランダムで状態異常付加,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),アサルトオーダー／真,騎士団全体の攻撃力が中UP(3分間),-,-
2060.jpg,2060,ヴォール,UR,15,斬,"21,064","9,292","7,356",SS-,"37,712",焔幻の一閃／煌,横一列に攻撃[特大],-,　,ブリッツ／真,強襲CBの発生確率・強襲時獲得ポイント中UP(3分間),アサルト／絶,パーティ全体の攻撃力が大UP(3分間),-,-
2062.jpg,2062,ショーン,UR,14,斬,"18,199","8,574","6,793",S,"33,566",斬紅の神護,味方斬属性の防御力をUP[特大],-,　,メナス／真,対戦騎士団全体の防御力が中DOWN(3分間),-,　,-,-
2064.jpg,2064,フレーゲル,UR,15,突,"22,799","6,404","8,406",SS2,"37,609",孤撃の言霊／煌,一定確率で敵を範囲不可にする[超高確率],-,　,レクトノート／絶,バトルで敵を全滅するとBPが大回復(3分間),キャッスルヴェール／真,城の強度Lvが中UP(3分間),-,-
2066.jpg,2066,カリーネ,UR,15,打,"28,466","7,551","10,675",S,"46,692",天魔幻の閃光／煌,縦一列攻撃[特大]自分の攻撃力UP[特大],-,　,グラビティアサルト／煌,パーティ全体の攻撃力特大UP・速度大DOWN(3分間),ブリッツ,強襲CBの発生確率・強襲時獲得ポイントUP(3分間),-,-
2068.jpg,2068,ヴェラ,UR,15,遠,"22,618","7,372","7,342",SS,"37,332",遠翠の天威,味方遠属性の攻撃力をUP[極大],-,　,フォースオブウィッシュ／絶,騎士団全員のBPを大回復,オラクル／絶,パーティ全体のスキル発動率が大UP(3分間),-,-
2069.jpg,2069,アーデルハイド,UR,15,突,"22,972","6,517","8,478",SS5,"37,967",幻槍の包囲陣／鳳,敵全体に攻撃[極大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,-
2070.jpg,2070,ジョエル,UR,14,遠,"19,638","6,746","5,768",S+,"32,152",対翠の突風／絶,遠に強く打に弱い縦一列攻撃[大],-,　,アクセラレーター／絶,パーティ全体の速度が大UP(3分間),-,　,-,-
2072.jpg,2072,アリア,UR,15,斬,"20,938","9,391","7,487",SS-,"37,816",斬紅の英傑 ,味方斬属性の攻撃力と防御力をUP[特大],-,　,ランページ／煌,バトルで獲得する騎士団戦スコアが特大アップ(3分間),フォートレスオーダー／真,騎士団全体の防御力が中UP(3分間),-,-
2074.jpg,2074,ユージーン,UR,15,突,"24,790","6,648","8,479",SS2,"39,917",幻神の六連撃／真,ランダムで6連続攻撃[中],-,　,オラトリオ／煌,強襲無効、攻撃力・スキル発動率特大UP(3分間),ランページ／絶,バトルで獲得する騎士団戦スコアが大アップ(3分間),-,-
2080.jpg,2080,シルヴィ,UR,15,突,"24,197","6,748","8,122",SS2,"39,067",蒼突の天威,味方突属性の攻撃力をUP[極大],-,　,アサルト／煌,パーティ全体の攻撃力が特大UP(3分間),エースオーダー／真,騎士団全体の攻・防が中UP(3分間),-,-
2082.jpg,2082,ラウジー,UR,15,打,"27,942","7,418","10,892",S,"46,252",地幻光の交叉線／煌,X字型攻撃[特大]自分の防御力UP[特大],-,　,エクスドライブ／煌,キリ番CB時の獲得ポイント特大UP(3分間),エース／絶,パーティ全体の攻・防が大UP(3分間),-,-
